location_ID,plot_ID,burn_severity,x.m,y.m,WD_0cm_1.sec,WD_0cm_2.sec,WD_0cm_3.sec,WD_1cm_1.sec,WD_1cm_2.sec,WD_1cm_3.sec,WD_2cm_1.sec,WD_2cm_2.sec,WD_2cm_3.sec,WD_3cm_1.sec,WD_3cm_2.sec,WD_3cm_3.sec,WD_4cm.hydrophobic,WD_5cm.hydrophobic,litter_depth.cm,theta_i.percent,LF1,LF2,LF3,ground_cover,overstory1,overstory2,notes
7_4_0,7,low,4,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,NA,,,,L,no live,,NA
7_4_1,7,low,4,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.8,NA,,,,L,no live,,NA
7_4_2,7,low,4,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA
7_4_3,7,low,4,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.8,1.8,F,L,,L,no live,,NA
7_4_4,7,low,4,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,NA
7_4_5,7,low,4,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,NA,F,WD,,L,no live,,NA
7_4_6,7,low,4,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,3.9,,,,R,no live,,NA
7_4_7,7,low,4,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,G,,,R,no live,,NA
7_4_8,7,low,4,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
7_4_9,7,low,4,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.7,,,,L,no live,,NA
7_4_10,7,low,4,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,NA,F,,,L,no live,,NA
7_5_0,7,low,5,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,F,L,,L,no live,,NA
7_5_1,7,low,5,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,NA
7_5_2,7,low,5,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,G,,,SD,no live,,NA
7_5_3,7,low,5,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,0.8,G,,,L,no live,,NA
7_5_4,7,low,5,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
7_5_5,7,low,5,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,F,,,L,no live,,NA
7_5_6,7,low,5,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,2.7,F,L,,L,no live,,NA
7_5_7,7,low,5,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,NA,,,,L,no live,,NA
7_5_8,7,low,5,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
7_5_9,7,low,5,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,3.2,F,,,L,no live,,NA
7_5_10,7,low,5,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
7_6_0,7,low,6,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA
7_6_1,7,low,6,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,NA,F,,,L,no live,,NA
7_6_2,7,low,6,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,NA
7_6_3,7,low,6,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,F,,,B,no live,,NA
7_6_4,7,low,6,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
7_6_5,7,low,6,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,NA
7_6_6,7,low,6,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,3.7,F,,,L,no live,,NA
7_6_7,7,low,6,7,3,3,3,31,240,300,33,3,300,3,3,3,FALSE,FALSE,0.9,NA,F,,,L,no live,,NA
7_6_8,7,low,6,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
7_6_9,7,low,6,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,3.7,WD,,,L,no live,,NA
7_6_10,7,low,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,0,NA,,,,B,no live,,disturbed
7_7_0,7,low,7,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,NA,,,,L,no live,,NA
7_7_1,7,low,7,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.1,NA,F,,,L,no live,,NA
7_7_2,7,low,7,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
7_7_3,7,low,7,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,4.6,WD,,,M,no live,,NA
7_7_4,7,low,7,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
7_7_5,7,low,7,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
7_7_6,7,low,7,6,3,3,3,3,3,20,3,10,130,3,3,3,FALSE,FALSE,0.3,1.7,,,,L,no live,,NA
7_7_7,7,low,7,7,3,3,3,3,3,40,10,20,30,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
7_7_8,7,low,7,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,NA
7_7_9,7,low,7,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,2.9,F,,,L,no live,,NA
7_7_10,7,low,7,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,NA,,,,L,no live,,NA
7_8_0,7,low,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,B,no live,,disturbed
7_8_1,7,low,8,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,F,,,L,no live,,NA
7_8_2,7,low,8,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,NA
7_8_3,7,low,8,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,3.2,F,,,L,no live,,NA
7_8_4,7,low,8,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
7_8_5,7,low,8,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
7_8_6,7,low,8,6,3,3,3,120,270,300,120,300,300,3,3,3,FALSE,FALSE,0.1,4.6,F,,,L,no live,,NA
7_8_7,7,low,8,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,F,no live,,NA
7_8_8,7,low,8,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,M,no live,,NA
7_8_9,7,low,8,9,3,3,3,10,180,300,3,3,3,3,3,3,FALSE,FALSE,0.1,4.6,,,,L,no live,,NA
7_8_10,7,low,8,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
7_9_0,7,low,9,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA
7_9_1,7,low,9,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,M,no live,,NA
7_9_2,7,low,9,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
7_9_3,7,low,9,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,3,F,,,L,no live,,NA
7_9_4,7,low,9,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
7_9_5,7,low,9,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,F,,,L,no live,,NA
7_9_6,7,low,9,6,3,3,3,3,3,185,3,3,300,3,3,3,FALSE,FALSE,0.3,1.3,,,,L,no live,,NA
7_9_7,7,low,9,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA
7_9_8,7,low,9,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA
7_9_9,7,low,9,9,3,3,3,50,50,147,10,10,15,3,3,3,FALSE,FALSE,2.3,1.3,,,,L,no live,,NA
7_9_10,7,low,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,B,no live,,disturbed
7_10_0,7,low,10,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,NA
7_10_1,7,low,10,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA
7_10_2,7,low,10,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.9,NA,F,,,L,no live,,NA
7_10_3,7,low,10,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,3.1,,,,L,no live,,NA
7_10_4,7,low,10,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
7_10_5,7,low,10,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,NA
7_10_6,7,low,10,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.8,,,,WD,no live,,NA
7_10_7,7,low,10,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,F,no live,,NA
7_10_8,7,low,10,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,NA,F,,,L,no live,,NA
7_10_9,7,low,10,9,5,5,5,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.1,,,,B,no live,,NA
7_10_10,7,low,10,10,30,45,300,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
8_0_0,8,low,0,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,,,,L,no live,,NA
8_0_1,8,low,0,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,TRUE,0,NA,,,,WD,no live,,NA
8_0_2,8,low,0,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.1,NA,,,,L,no live,,NA
8_0_3,8,low,0,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,3,,,,L,no live,,NA
8_0_4,8,low,0,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,PSME,,NA
8_0_5,8,low,0,5,3,3,3,3,3,3,3,3,3,300,300,300,FALSE,FALSE,0,NA,,,,WD,PSME,,downed log
8_0_6,8,low,0,6,3,3,3,300,300,300,300,300,300,190,300,300,FALSE,FALSE,0,0.9,WD,,,M,PSME,,NA
8_0_7,8,low,0,7,3,3,3,142,178,300,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,PSME,,NA
8_0_8,8,low,0,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,M,PSME,,NA
8_0_9,8,low,0,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.9,1.2,,,,L,PSME,,NA
8_0_10,8,low,0,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,,,,L,no live,,NA
8_1_0,8,low,1,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,,,,L,no live,,NA
8_1_1,8,low,1,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.1,NA,F,,,L,no live,,NA
8_1_2,8,low,1,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,NA,F,,,L,no live,,NA
8_1_3,8,low,1,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,,,,WD,no live,,downed log
8_1_4,8,low,1,4,3,3,3,3,133,240,3,8,84,3,78,262,FALSE,FALSE,1.9,NA,L,,,L,PSME,,NA
8_1_5,8,low,1,5,3,3,3,3,3,300,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,,,,L,PSME,,NA
8_1_6,8,low,1,6,3,3,3,3,3,300,3,3,3,3,3,3,FALSE,FALSE,2.7,1.6,,,,L,PSME,,NA
8_1_7,8,low,1,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,PSME,,NA
8_1_8,8,low,1,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,NA,,,,L,PSME,,NA
8_1_9,8,low,1,9,3,3,3,3,3,3,3,110,202,24,253,300,FALSE,FALSE,1.7,0.9,,,,L,PSME,,NA
8_1_10,8,low,1,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.1,NA,,,,L,no live,,NA
8_2_0,8,low,2,0,3,3,3,3,3,3,300,300,300,300,300,300,TRUE,FALSE,3.9,NA,,,,L,PSME,,NA
8_2_1,8,low,2,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,PSME,,NA
8_2_2,8,low,2,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,6,NA,,,,L,no live,,NA
8_2_3,8,low,2,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.6,1.2,,,,L,PSME,,NA
8_2_4,8,low,2,4,3,3,3,68,300,300,10,300,300,3,3,3,FALSE,FALSE,1.5,NA,,,,L,PSME,,NA
8_2_5,8,low,2,5,3,3,3,3,300,300,3,3,3,3,3,3,FALSE,FALSE,1.8,NA,L,,,L,PSME,,NA
8_2_6,8,low,2,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.6,,,,R,PSME,,NA
8_2_7,8,low,2,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3,NA,,,,L,PSME,,NA
8_2_8,8,low,2,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,PSME,,NA
8_2_9,8,low,2,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,4.5,1.6,,,,L,PSME,,NA
8_2_10,8,low,2,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,NA
8_3_0,8,low,3,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,downed log
8_3_1,8,low,3,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,F,,,L,no live,,NA
8_3_2,8,low,3,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.9,NA,F,,,L,no live,,NA
8_3_3,8,low,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.3,1.8,F,,,L,PSME,,NA
8_3_4,8,low,3,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.5,NA,,,,L,PSME,,NA
8_3_5,8,low,3,5,3,3,3,3,3,3,75,300,300,3,3,3,FALSE,FALSE,2.7,NA,,,,L,PSME,,NA
8_3_6,8,low,3,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.8,1.6,F,,,L,PSME,,NA
8_3_7,8,low,3,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.5,NA,,,,L,PSME,,NA
8_3_8,8,low,3,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.1,NA,,,,L,PSME,,NA
8_3_9,8,low,3,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.9,0.9,F,,,L,PSME,,NA
8_3_10,8,low,3,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,downed log
8_4_0,8,low,4,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,NA,,,,L,no live,,NA
8_4_1,8,low,4,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,NA,F,,,L,no live,,NA
8_4_2,8,low,4,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,NA,F,,,L,no live,,NA
8_4_3,8,low,4,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.2,0.5,F,,,L,no live,,NA
8_4_4,8,low,4,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,M,no live,,NA
8_4_5,8,low,4,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,,,,L,PSME,,NA
8_4_6,8,low,4,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,F,,,B,PSME,,NA
8_4_7,8,low,4,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,NA,,,,L,PSME,,NA
8_4_8,8,low,4,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,WD,,,L,PSME,,NA
8_4_9,8,low,4,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,,,,R,PSME,,NA
8_4_10,8,low,4,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,NA,,,,L,no live,,NA
8_5_0,8,low,5,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.3,NA,,,,L,no live,,NA
8_5_1,8,low,5,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,F,,,L,no live,,NA
8_5_2,8,low,5,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,NA,F,,,L,PSME,,NA
8_5_3,8,low,5,3,3,3,3,3,3,3,120,300,300,3,300,300,FALSE,FALSE,2.5,0.7,F,,,L,PSME,,NA
8_5_4,8,low,5,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,F,,,L,PSME,,NA
8_5_5,8,low,5,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,NA,,,,L,PSME,,NA
8_5_6,8,low,5,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,0.9,,,,L,PSME,,NA
8_5_7,8,low,5,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,,,,L,PSME,,NA
8_5_8,8,low,5,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,,,,L,PSME,,NA
8_5_9,8,low,5,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,0.7,WD,,,L,no live,,NA
8_5_10,8,low,5,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,NA,,,,L,no live,,NA
8_6_0,8,low,6,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,NA,,,,L,no live,,NA
8_6_1,8,low,6,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,,,,L,no live,,NA
8_6_2,8,low,6,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,,,,L,no live,,NA
8_6_3,8,low,6,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,2.6,F,,,L,no live,,NA
8_6_4,8,low,6,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,,,,L,no live,,NA
8_6_5,8,low,6,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,NA,,,,L,no live,,NA
8_6_6,8,low,6,6,20,20,300,5,5,5,3,3,3,3,3,3,FALSE,FALSE,5,0.5,WD,,,L,no live,,loose packed sticks
8_6_7,8,low,6,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,NA,,,,L,PSME,,NA
8_6_8,8,low,6,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,NA,,,,L,no live,,NA
8_6_9,8,low,6,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,,,,WD,no live,,NA
8_6_10,8,low,6,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
8_7_0,8,low,7,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
8_7_1,8,low,7,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,NA,L,,,L,no live,,NA
8_7_2,8,low,7,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
8_7_3,8,low,7,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,F,,,M,no live,,NA
8_7_4,8,low,7,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.5,NA,,,,L,no live,,NA
8_7_5,8,low,7,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,,,,L,no live,,NA
8_7_6,8,low,7,6,3,3,3,3,3,3,3,3,3,3,3,3,TRUE,TRUE,0.1,0.9,,,,L,PSME,,NA
8_7_7,8,low,7,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.5,NA,F,,,L,PSME,,NA
8_7_8,8,low,7,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,NA,F,,,L,PSME,,NA
8_7_9,8,low,7,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.6,,,,B,no live,,NA
8_7_10,8,low,7,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,NA,,,,L,no live,,NA
8_8_0,8,low,8,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
8_8_1,8,low,8,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,NA,F,,,L,no live,,NA
8_8_2,8,low,8,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
8_8_3,8,low,8,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,,,,B,no live,,NA
8_8_4,8,low,8,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.9,NA,,,,L,no live,,NA
8_8_5,8,low,8,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,,,,L,no live,,NA
8_8_6,8,low,8,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.3,1.5,,,,L,no live,,NA
8_8_7,8,low,8,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,R,PSME,,NA
8_8_8,8,low,8,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,F,,,L,PSME,,NA
8_8_9,8,low,8,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,F,,,WD,PSME,,NA
8_8_10,8,low,8,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,NA,F,,,L,no live,,NA
8_9_0,8,low,9,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,NA,F,,,L,no live,,NA
8_9_1,8,low,9,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,NA
8_9_2,8,low,9,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,,,,L,no live,,NA
8_9_3,8,low,9,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,0.8,,,,L,no live,,NA
8_9_4,8,low,9,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,NA,,,,L,no live,,NA
8_9_5,8,low,9,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.6,NA,F,,,L,no live,,NA
8_9_6,8,low,9,6,3,3,3,160,300,300,300,300,300,300,300,300,TRUE,TRUE,1,0.7,,,,L,no live,,NA
8_9_7,8,low,9,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,,,,L,PSME,,NA
8_9_8,8,low,9,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,PSME,,NA
8_9_9,8,low,9,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.6,F,,,B,PSME,,NA
8_9_10,8,low,9,10,3,3,3,30,120,120,120,120,120,125,130,130,TRUE,TRUE,0,NA,,,,WD,no live,,NA
8_10_0,8,low,10,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,F,,,L,no live,,NA
8_10_1,8,low,10,1,3,3,3,3,3,3,3,3,3,3,3,3,TRUE,TRUE,1.3,NA,F,WD,,L,no live,,NA
8_10_2,8,low,10,2,3,3,3,3,3,3,3,3,3,3,3,3,TRUE,TRUE,0,NA,,,,R,no live,,NA
8_10_3,8,low,10,3,3,3,3,3,3,3,3,3,3,3,3,3,TRUE,TRUE,1.5,1.2,,,,L,no live,,NA
8_10_4,8,low,10,4,3,3,3,3,3,3,3,3,3,3,3,3,TRUE,TRUE,0.7,NA,,,,L,no live,,NA
8_10_5,8,low,10,5,3,3,3,300,300,300,3,3,3,3,3,3,FALSE,FALSE,NA,NA,T,,,T,PSME,,tree
8_10_6,8,low,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,,,T,PSME,,tree
8_10_7,8,low,10,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.5,NA,,,,L,PSME,,NA
8_10_8,8,low,10,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,NA,,,,L,PSME,,lots of mixed ash
8_10_9,8,low,10,9,3,3,3,3,3,3,200,300,300,300,300,300,TRUE,TRUE,0,0.5,,,,WD,PSME,,NA
8_10_10,8,low,10,10,55,300,300,3,10,80,3,5,5,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,NA
9_0_0,9,low,0,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,F,,,L,no live,,NA
9_0_1,9,low,0,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
9_0_2,9,low,0,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,,,,L,no live,,NA
9_0_3,9,low,0,3,3,3,3,300,300,300,3,15,300,3,10,164,FALSE,FALSE,3.2,1.2,,,,L,no live,,NA
9_0_4,9,low,0,4,3,3,3,300,300,300,8,102,300,3,3,3,FALSE,FALSE,1.4,NA,F,,,L,no live,,matted litter layer
