location_ID,plot_ID,burn_severity,x.m,y.m,WD_0cm_1.sec,WD_0cm_2.sec,WD_0cm_3.sec,WD_1cm_1.sec,WD_1cm_2.sec,WD_1cm_3.sec,WD_2cm_1.sec,WD_2cm_2.sec,WD_2cm_3.sec,WD_3cm_1.sec,WD_3cm_2.sec,WD_3cm_3.sec,WD_4cm.hydrophobic,WD_5cm.hydrophobic,litter_depth.cm,theta_i.percent,LF1,LF2,LF3,ground_cover,overstory1,overstory2,notes
4_1_5,4,moderate,1,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,F,,,WD,no live,,NA
4_1_6,4,moderate,1,6,3,3,3,12,300,3,3,67,300,3,3,3,FALSE,FALSE,1.1,0.4,F,,,L,no live,,NA
4_1_7,4,moderate,1,7,3,180,250,3,3,3,3,3,25,3,3,3,FALSE,FALSE,0.4,0.2,F,,,L,no live,,NA
4_1_8,4,moderate,1,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.4,F,,,L,no live,,NA
4_1_9,4,moderate,1,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.5,,,,L,no live,,NA
4_1_10,4,moderate,1,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,0.8,,,,R,no live,,NA
4_2_0,4,moderate,2,0,3,83,3,3,3,3,3,3,3,3,57,300,FALSE,FALSE,0,0.6,,,,B,no live,,NA
4_2_1,4,moderate,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD,,,SD,no live,,tree - not sampled
4_2_2,4,moderate,2,2,3,3,3,3,3,3,7,300,187,3,3,3,FALSE,FALSE,1.3,1.1,F,,,L,no live,,near tree
4_2_3,4,moderate,2,3,3,3,3,22,70,123,3,260,300,3,3,3,FALSE,FALSE,1.6,1.5,,,,L,no live,,NA
4_2_4,4,moderate,2,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.1,,,,B,no live,,NA
4_2_5,4,moderate,2,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.7,F,,,L,no live,,NA
4_2_6,4,moderate,2,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1,F,,,L,no live,,NA
4_2_7,4,moderate,2,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,0.1,WD,,,L,no live,,NA
4_2_8,4,moderate,2,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.2,,,,M,no live,,NA
4_2_9,4,moderate,2,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA
4_2_10,4,moderate,2,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA
4_3_0,4,moderate,3,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,0.2,,,,L,no live,,NA
4_3_1,4,moderate,3,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.3,0.5,,,,L,no live,,NA
4_3_2,4,moderate,3,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,1,F,,,L,no live,,NA
4_3_3,4,moderate,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.7,,,,L,no live,,NA
4_3_4,4,moderate,3,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.8,,,,L,no live,,NA
4_3_5,4,moderate,3,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,1,L,,,L,no live,,NA
4_3_6,4,moderate,3,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,1.2,F,,,L,no live,,NA
4_3_7,4,moderate,3,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,,,,B,no live,,NA
4_3_8,4,moderate,3,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.2,,,,L,no live,,NA
4_3_9,4,moderate,3,9,3,3,3,3,140,300,3,3,3,3,3,3,FALSE,FALSE,0.1,1.1,F,,,L,no live,,NA
4_3_10,4,moderate,3,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.5,,,,B,no live,,NA
4_4_0,4,moderate,4,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.4,,,,L,no live,,NA
4_4_1,4,moderate,4,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,WD,no live,,NA
4_4_2,4,moderate,4,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.5,0.8,,,,L,no live,,NA
4_4_3,4,moderate,4,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,1,,,,L,no live,,NA
4_4_4,4,moderate,4,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,,,,B,no live,,NA
4_4_5,4,moderate,4,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,0.1,F,,,L,no live,,NA
4_4_6,4,moderate,4,6,300,300,300,20,30,300,3,3,3,3,3,3,FALSE,FALSE,0.2,1.4,,,,L,no live,,NA
4_4_7,4,moderate,4,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.1,0.8,,,,L,no live,,NA
4_4_8,4,moderate,4,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,0.8,,,,L,no live,,NA
4_4_9,4,moderate,4,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,0.4,F,,,L,no live,,NA
4_4_10,4,moderate,4,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,L,,,R,no live,,NA
4_5_0,4,moderate,5,0,5,5,300,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.3,,,,L,no live,,NA
4_5_1,4,moderate,5,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.2,F,,,L,no live,,NA
4_5_2,4,moderate,5,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,WD,no live,,NA
4_5_3,4,moderate,5,3,3,3,3,3,3,3,3,3,3,300,300,300,TRUE,TRUE,0,0.1,,,,B,no live,,under ash layer
4_5_4,4,moderate,5,4,3,3,3,300,300,300,60,150,300,30,120,300,FALSE,FALSE,0.2,0.2,,,,L,no live,,under ash layer
4_5_5,4,moderate,5,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.9,0.1,,,,WD,no live,,NA
4_5_6,4,moderate,5,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,R,no live,,NA
4_5_7,4,moderate,5,7,3,3,3,3,3,3,3,3,3,3,3,3,TRUE,TRUE,1.8,0.9,,,,L,no live,,NA
4_5_8,4,moderate,5,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.3,F,G,,L,no live,,NA
4_5_9,4,moderate,5,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.3,F,,,L,no live,,NA
4_5_10,4,moderate,5,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.3,F,,,L,no live,,NA
4_6_0,4,moderate,6,0,100,100,100,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,1.5,F,,,L,no live,,NA
4_6_1,4,moderate,6,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,0.1,,,,L,no live,,NA
4_6_2,4,moderate,6,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,0.9,,,,L,no live,,NA
4_6_3,4,moderate,6,3,100,180,180,300,300,300,300,300,300,300,300,300,TRUE,TRUE,1.4,1.5,F,,,L,no live,,underlays ash
4_6_4,4,moderate,6,4,3,3,3,3,3,3,5,10,10,30,85,300,FALSE,FALSE,0.9,0.5,F,,,L,no live,,underlays ash
4_6_5,4,moderate,6,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.8,,,,L,no live,,NA
4_6_6,4,moderate,6,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.8,,,,WD,no live,,NA
4_6_7,4,moderate,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,SD,no live,,tree
4_6_8,4,moderate,6,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.8,,,,L,no live,,NA
4_6_9,4,moderate,6,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.4,,,,R,no live,,NA
4_6_10,4,moderate,6,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.4,,,,R,no live,,NA
4_7_0,4,moderate,7,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,0.4,,,,L,no live,,NA
4_7_1,4,moderate,7,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.2,F,,,L,no live,,NA
4_7_2,4,moderate,7,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,1.6,F,,,L,no live,,NA
4_7_3,4,moderate,7,3,3,3,3,90,110,300,3,3,3,3,3,3,FALSE,FALSE,1.6,0.9,F,,,L,no live,,under ash layer
4_7_4,4,moderate,7,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.2,,,,B,no live,,NA
4_7_5,4,moderate,7,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.2,,,,WD,no live,,NA
4_7_6,4,moderate,7,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,,,,WD,no live,,NA
4_7_7,4,moderate,7,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,0.1,,,,L,no live,,NA
4_7_8,4,moderate,7,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,1,F,,,L,no live,,NA
4_7_9,4,moderate,7,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.3,,,,WD,no live,,NA
4_7_10,4,moderate,7,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,0.9,,,,L,no live,,NA
4_8_0,4,moderate,8,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,1.5,,,,L,no live,,NA
4_8_1,4,moderate,8,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,1.6,,,,L,no live,,NA
4_8_2,4,moderate,8,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,1.2,,,,L,no live,,NA
4_8_3,4,moderate,8,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.8,0.7,F,,,L,no live,,NA
4_8_4,4,moderate,8,4,3,3,3,300,300,300,3,120,300,3,3,3,FALSE,FALSE,0.1,0.5,,,,L,no live,,NA
4_8_5,4,moderate,8,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,0.6,,,,L,no live,,NA
4_8_6,4,moderate,8,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,R,no live,,NA
4_8_7,4,moderate,8,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,1.4,,,,L,no live,,NA
4_8_8,4,moderate,8,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.3,,,,L,no live,,NA
4_8_9,4,moderate,8,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.9,,,,WD,no live,,NA
4_8_10,4,moderate,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,WD,no live,,downed decaying logs
4_9_0,4,moderate,9,0,3,3,3,3,40,93,3,300,300,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,NA
4_9_1,4,moderate,9,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,F,,,R,no live,,NA
4_9_2,4,moderate,9,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.5,,,,L,no live,,NA
4_9_3,4,moderate,9,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,NA,,,,L,no live,,NA
4_9_4,4,moderate,9,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,F,,,L,no live,,NA
4_9_5,4,moderate,9,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,NA,,,,L,no live,,NA
4_9_6,4,moderate,9,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,1.6,,,,L,no live,,NA
4_9_7,4,moderate,9,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,,,,L,no live,,NA
4_9_8,4,moderate,9,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.9,,,,B,no live,,NA
4_9_9,4,moderate,9,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,0.5,F,,,L,no live,,NA
4_9_10,4,moderate,9,10,3,3,3,300,300,300,3,8,300,3,3,3,FALSE,FALSE,0,0.6,,,,B,no live,,NA
4_10_0,4,moderate,10,0,3,3,3,3,300,300,3,3,3,3,3,3,FALSE,FALSE,1.8,1.7,,,,L,no live,,ashy top layer/too loose to sample soil moisture
4_10_1,4,moderate,10,1,3,3,3,3,3,3,3,300,300,3,3,3,FALSE,FALSE,0.2,NA,L,,,L,no live,,ashy top layer
4_10_2,4,moderate,10,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,0.7,L,F,,L,no live,,NA
4_10_3,4,moderate,10,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,0.5,F,,,L,no live,,NA
4_10_4,4,moderate,10,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,F,,,B,no live,,NA
4_10_5,4,moderate,10,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,too rocky for soil moisture
4_10_6,4,moderate,10,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,NA,F,,,L,no live,,too rocky for soil moisture
4_10_7,4,moderate,10,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.8,,,,L,no live,,NA
4_10_8,4,moderate,10,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,B,no live,,NA
4_10_9,4,moderate,10,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.9,,,,L,no live,,NA
4_10_10,4,moderate,10,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture
5_0_0,5,moderate,0,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,0.5,F,,,L,no live,,NA
5_0_1,5,moderate,0,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.7,F,,,L,no live,,NA
5_0_2,5,moderate,0,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.2,WD,,,WD,no live,,tree
5_0_3,5,moderate,0,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.2,,,,L,no live,,NA
5_0_4,5,moderate,0,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,1.1,,,,L,no live,,NA
5_0_5,5,moderate,0,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,1.5,F,,,L,no live,,NA
5_0_6,5,moderate,0,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,2.3,F,,,L,no live,,loose litter
5_0_7,5,moderate,0,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.8,1,F,,,L,no live,,NA
5_0_8,5,moderate,0,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.9,F,,,L,no live,,NA
5_0_9,5,moderate,0,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,1.6,F,,,L,no live,,NA
5_0_10,5,moderate,0,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.2,,,,R,no live,,NA
5_1_0,5,moderate,1,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.2,,,,L,no live,,NA
5_1_1,5,moderate,1,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,NA,F,,,L,no live,,NA
5_1_2,5,moderate,1,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,F,,,L,no live,,NA
5_1_3,5,moderate,1,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,F,,,WD,no live,,NA
5_1_4,5,moderate,1,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,2.7,F,,,L,no live,,loose packed sticks
5_1_5,5,moderate,1,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.2,F,,,WD,no live,,NA
5_1_6,5,moderate,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,L,,,M,no live,,moss
5_1_7,5,moderate,1,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.7,F,,,M,no live,,NA
5_1_8,5,moderate,1,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,2.9,F,,,L,no live,,NA
5_1_9,5,moderate,1,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.2,,,,L,no live,,NA
5_1_10,5,moderate,1,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,WD,no live,,NA
5_2_0,5,moderate,2,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,4,NA,F,,,L,no live,,loose packed sticks
5_2_1,5,moderate,2,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA
5_2_2,5,moderate,2,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,2.1,F,,,L,no live,,NA
5_2_3,5,moderate,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,F,,,M,no live,,moss
5_2_4,5,moderate,2,4,3,3,3,3,3,3,3,3,3,45,300,300,TRUE,FALSE,0.3,1.6,F,,,L,no live,,ashy top layer
5_2_5,5,moderate,2,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.4,F,,,R,no live,,NA
5_2_6,5,moderate,2,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3,2.7,F,L,,L,no live,,NA
5_2_7,5,moderate,2,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,3,F,,,L,no live,,NA
5_2_8,5,moderate,2,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.6,,,,WD,no live,,NA
5_2_9,5,moderate,2,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,4.2,0.9,,,,L,no live,,NA
5_2_10,5,moderate,2,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,F,,,R,no live,,NA
5_3_0,5,moderate,3,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,1.5,,,,L,no live,,NA
5_3_1,5,moderate,3,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,1.2,F,,,L,no live,,NA
5_3_2,5,moderate,3,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.2,,,,M,no live,,NA
5_3_3,5,moderate,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,1,F,,,L,no live,,NA
5_3_4,5,moderate,3,4,3,3,3,3,3,3,3,3,3,244,3,58,TRUE,FALSE,0,2.6,F,,,WD,no live,,ashy top layer
5_3_5,5,moderate,3,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.7,,,,L,no live,,NA
5_3_6,5,moderate,3,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,3.2,F,,,L,no live,,NA
5_3_7,5,moderate,3,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,,,,L,no live,,NA
5_3_8,5,moderate,3,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,0.6,,,,L,no live,,NA
5_3_9,5,moderate,3,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,F,,,M,no live,,NA
5_3_10,5,moderate,3,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,1.2,F,,,L,no live,,NA
5_4_0,5,moderate,4,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,B,no live,,NA
5_4_1,5,moderate,4,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,1,F,,,L,no live,,NA
5_4_2,5,moderate,4,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,R,no live,,NA
5_4_3,5,moderate,4,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,B,no live,,NA
5_4_4,5,moderate,4,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,WD,no live,,NA
5_4_5,5,moderate,4,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,F,,,R,no live,,NA
5_4_6,5,moderate,4,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,B,no live,,NA
5_4_7,5,moderate,4,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,NA,3.5,WD,,,WD,no live,,tree
5_4_8,5,moderate,4,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.3,F,,,WD,no live,,NA
5_4_9,5,moderate,4,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.8,NA,F,,,L,no live,,NA
5_4_10,5,moderate,4,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,1.5,WD,F,,L,no live,,NA
5_5_0,5,moderate,5,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,1.2,F,,,L,no live,,NA
5_5_1,5,moderate,5,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.2,,,,R,no live,,NA
5_5_2,5,moderate,5,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.5,F,,,L,no live,,NA
5_5_3,5,moderate,5,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,R,no live,,NA
5_5_4,5,moderate,5,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,3,F,,,R,no live,,NA
5_5_5,5,moderate,5,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,0.5,,,,L,no live,,NA
5_5_6,5,moderate,5,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.2,2.6,F,WD,,L,no live,,NA
5_5_7,5,moderate,5,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.7,F,,,R,no live,,NA
5_5_8,5,moderate,5,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,1.3,F,,,L,no live,,NA
5_5_9,5,moderate,5,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,F,,,B,no live,,NA
5_5_10,5,moderate,5,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.4,2.6,,,,L,no live,,loose packed sticks
5_6_0,5,moderate,6,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.1,2.5,F,,,L,no live,,pile of sticks and needles
5_6_1,5,moderate,6,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2,F,,,B,no live,,NA
5_6_2,5,moderate,6,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.9,4.1,,,,L,no live,,pile of sticks and needles
5_6_3,5,moderate,6,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA
5_6_4,5,moderate,6,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,2.2,,,,L,no live,,NA
5_6_5,5,moderate,6,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,1.7,F,,,L,no live,,NA
5_6_6,5,moderate,6,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,1.5,F,,,L,no live,,NA
5_6_7,5,moderate,6,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3,2.7,F,,,L,no live,,NA
5_6_8,5,moderate,6,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2,F,,,B,no live,,NA
5_6_9,5,moderate,6,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.8,F,,,WD,no live,,NA
5_6_10,5,moderate,6,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA
5_7_0,5,moderate,7,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,4.2,NA,,,,L,no live,,"pile of sticks, bark, and needles/too loose to sample soil moisture"
5_7_1,5,moderate,7,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.3,1,F,,,L,no live,,pile of sticks and needles
5_7_2,5,moderate,7,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.5,,,,R,no live,,NA
5_7_3,5,moderate,7,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.5,,,,B,no live,,NA
5_7_4,5,moderate,7,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,3.1,F,,,B,no live,,NA
5_7_5,5,moderate,7,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,1.2,F,,,L,no live,,NA
5_7_6,5,moderate,7,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.1,F,,,B,no live,,NA
5_7_7,5,moderate,7,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,3.5,,,,L,no live,,NA
5_7_8,5,moderate,7,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,4.9,2.6,F,,,L,no live,,loose sticks and needles
5_7_9,5,moderate,7,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,3.5,,,,L,no live,,NA
5_7_10,5,moderate,7,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.6,,,,R,no live,,NA
5_8_0,5,moderate,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,F,,,R,no live,,tree roots prevented soil sampling
